CUSTOMER_ID,HIGHEST_SPENT,PRODUCT_ID,INSURANCE_NAME,PROCESSING_FEES,COVERAGE_LIMIT,ANNUAL_FEE,ELIGIBLE_LIMIT
4a99f267-e834-4f2d-82c4-937ed4efbb6a,Fuel,7,Sigma HealthCare,0,5000,100,18
e74ca194-ea49-45a8-ab17-52b8fede1317,Groceries,7,Sigma HealthCare,0,5000,100,18
01d3caaf-717c-4757-806c-34ba6724b776,Health care,5,Family Care Insurance,0,50000,2400,21
f82ba39a-36f7-420a-b328-05e08db1e8be,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
36ba22d2-faa1-47df-9c70-fa14ce6bbba0,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
971e686f-f8f6-4bbe-ae3e-11f230948452,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
e10be747-2f6c-4b1a-ad85-c0542dcede42,Entertainment,7,Sigma HealthCare,0,5000,100,18
8e674727-7135-44c7-a66f-bff79fc689e6,Dinning,7,Sigma HealthCare,0,5000,100,18
b5fca560-1084-4032-8509-3eaf2774fed4,Health care,5,Family Care Insurance,0,50000,2400,21
d3393b1c-f32f-46c3-8078-851930cefc5d,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
d05bc463-1ac6-49d8-9a7e-86f3eea7b2a8,Dinning,7,Sigma HealthCare,0,5000,100,18
e9abd2a8-4c7f-4de6-b6f8-35f2c36917eb,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
e0359d0c-861f-4f40-b47e-264103ee3c2b,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
48b6008d-f122-4d9d-9b21-367c00864360,Health care,6,Figma Preventive Care,0,10000,450,0
a9b053bc-ae3e-42be-9490-9766e7c26f42,Health care,5,Family Care Insurance,0,50000,2400,21
ded70a07-84c8-4cce-b09e-3b987d3c7c85,Health care,4,Criti Care Insurance,0,30000,600,18
ba38653a-471b-4af6-b886-eb3853e2f9de,Fuel,7,Sigma HealthCare,0,5000,100,18
10b8f6d2-0841-4a79-bcbb-f6df2b86452f,Health care,6,Figma Preventive Care,0,10000,450,0
9a4656d3-1dab-46de-a128-c545d32c3ee2,Health care,4,Criti Care Insurance,0,30000,600,18
d419c385-49a1-4099-b916-90f04d93c6ae,Health care,6,Figma Preventive Care,0,10000,450,0
b328568d-406e-4aa6-a501-d2689c184227,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
535145a5-e7a9-4f28-8ba4-80527a19d500,Health care,5,Family Care Insurance,0,50000,2400,21
8b2edeca-96f8-47e1-852b-79a193f3867e,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
c1e93208-8694-43e7-844a-47c17d09d607,Health care,4,Criti Care Insurance,0,30000,600,18
f0b282ae-17b6-41e6-ba95-3881829ba8c8,Fuel,7,Sigma HealthCare,0,5000,100,18
e0156535-b4df-4970-9bf7-5f472d597aff,Groceries,7,Sigma HealthCare,0,5000,100,18
d0fa71f4-12dc-4985-a23f-cf42e5def1c6,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
44270b75-ecd6-4347-9d90-b130eb932da7,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
784e24b5-702c-4123-abc3-50815f47b719,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
d23889a5-bfbd-4ef1-b321-b73acce70aa6,Groceries,7,Sigma HealthCare,0,5000,100,18
cb17c110-42ae-4d27-9c65-291f0d9f29d2,Groceries,7,Sigma HealthCare,0,5000,100,18
09d3947f-fa1f-4781-b03d-1f7c87054e94,Health care,6,Figma Preventive Care,0,10000,450,0
2096f3a9-dd65-4fd7-8740-d20c24b93adf,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
991c3ef4-88b6-47d9-8ab5-678a53431c88,Health care,6,Figma Preventive Care,0,10000,450,0
98ce1f5f-6442-45d6-8735-7a97a79b1f38,Health care,4,Criti Care Insurance,0,30000,600,18
f057b5db-1152-45f2-b0a1-28136b1fd373,Health care,5,Family Care Insurance,0,50000,2400,21
31439cec-260d-42a9-afa5-724305d16b9b,Health care,6,Figma Preventive Care,0,10000,450,0
d42d9406-5ea3-47ad-821b-4027650e94a1,Fuel,7,Sigma HealthCare,0,5000,100,18
43d3943b-14bf-4544-9028-ae8d0865ef06,Health care,6,Figma Preventive Care,0,10000,450,0
f60cd822-5cb4-49c0-89e0-28e3c05ca075,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
4f73cc03-b30a-4821-b9d6-e9daf8ea5110,Health care,6,Figma Preventive Care,0,10000,450,0
4844172c-7778-4131-aa71-677aa04cb7d0,Groceries,7,Sigma HealthCare,0,5000,100,18
151d13dd-dc47-484c-ae7d-c32d9a257448,Groceries,7,Sigma HealthCare,0,5000,100,18
c3e4ad0a-5410-46b1-b2a3-920c658319bc,Health care,5,Family Care Insurance,0,50000,2400,21
e7eea97e-1276-4cde-b28a-53e29072dfb5,Groceries,7,Sigma HealthCare,0,5000,100,18
6285d47a-9e6e-4b13-8b13-6a4287d89aa1,Groceries,7,Sigma HealthCare,0,5000,100,18
8123fc8e-b4b2-471d-83ff-1c1c8a001e95,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
0127849d-0c8d-44d6-8bae-15b2688216ac,Fuel,7,Sigma HealthCare,0,5000,100,18
d11ddef1-2adc-4b9f-9fd0-9d10ca9dac2f,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
b770f044-df75-4b28-8378-9ddd2f14e6c5,Health care,6,Figma Preventive Care,0,10000,450,0
4f368b17-dc6a-4ffd-acca-927ce6ba0b3d,Health care,5,Family Care Insurance,0,50000,2400,21
eccb754e-784e-4dca-bd82-cc7c3712b9ed,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
7afafa4d-6cfc-456d-887d-b8014f2dce87,Health care,5,Family Care Insurance,0,50000,2400,21
44cad57c-db5b-4a47-a816-7121a75e668a,Health care,5,Family Care Insurance,0,50000,2400,21
11ac15fb-b997-45a6-8ecf-3565aa096163,Health care,4,Criti Care Insurance,0,30000,600,18
461312da-65ca-44df-94f7-fee13f3489b9,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
dfc22f84-1940-4959-8e48-872488e03fda,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
178dd77e-dc18-4a1a-ae13-2ea6a88f1c67,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
a9a1dd63-7c9f-46b3-9d7a-84c960c1e7b8,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
bd3303bc-fe28-4bb8-b465-128a8746e5da,Health care,4,Criti Care Insurance,0,30000,600,18
a9b3f0d3-7985-4348-9f07-47793f58a68c,Health care,4,Criti Care Insurance,0,30000,600,18
2edbf0f6-43f6-4455-8044-410856b31064,Dinning,7,Sigma HealthCare,0,5000,100,18
cbb42cef-4a83-4f98-b452-375f7e3f892b,Dinning,7,Sigma HealthCare,0,5000,100,18
c3321dbd-cbcf-4392-8232-98088ffe9718,Groceries,7,Sigma HealthCare,0,5000,100,18
c8bbdd31-8107-4057-945a-1806ef05a2cd,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
8eb8015b-3987-4331-8bbf-28801c67a10c,Health care,6,Figma Preventive Care,0,10000,450,0
807a0500-1580-418c-ad50-8c50ac516b17,Health care,5,Family Care Insurance,0,50000,2400,21
b39534d8-fb0f-4311-9af9-762ea28f173d,Groceries,7,Sigma HealthCare,0,5000,100,18
ea1df58a-34d8-4f99-9d18-affe4645becb,Fuel,7,Sigma HealthCare,0,5000,100,18
99261c14-c89a-48c3-80cf-6a5b5321fff3,Health care,4,Criti Care Insurance,0,30000,600,18
379f38ac-4c67-4f11-bd78-21f016120963,Fuel,7,Sigma HealthCare,0,5000,100,18
ca50aeca-59c6-4604-937c-e2d652faa71d,Groceries,7,Sigma HealthCare,0,5000,100,18
1f8d7c30-86ec-486a-8366-124581ec4bb0,Groceries,7,Sigma HealthCare,0,5000,100,18
7d506567-57bc-4d48-87e4-1be94472aa71,Health care,4,Criti Care Insurance,0,30000,600,18
bb19d22a-8536-48ed-8437-f88769bcb20f,Health care,5,Family Care Insurance,0,50000,2400,21
a55c7344-37af-4e86-a212-dd29368a8305,Health care,5,Family Care Insurance,0,50000,2400,21
4246aacd-ce6d-466f-95d9-bf39168ccd4c,Health care,5,Family Care Insurance,0,50000,2400,21
8dfab505-d6ee-4e3b-8976-dcbd2cc1b19f,Health care,4,Criti Care Insurance,0,30000,600,18
bee65a7a-e44c-403b-b305-ff6750953122,Health care,5,Family Care Insurance,0,50000,2400,21
05748b82-9fd5-4d97-bfcd-c1740de656fa,Health care,5,Family Care Insurance,0,50000,2400,21
42e76b49-405e-4ab5-a223-5c9a7ccebf6a,Health care,5,Family Care Insurance,0,50000,2400,21
84dfcbf3-8507-4398-994e-74c467d22524,Health care,5,Family Care Insurance,0,50000,2400,21
b17689f5-4802-4f9f-91a8-92b58caf1ad9,Health care,5,Family Care Insurance,0,50000,2400,21
c15dee69-7c0a-4d77-b5ae-b86109149af1,Fuel,7,Sigma HealthCare,0,5000,100,18
37816b6c-c73c-42f5-b9a8-ce4896653323,Health care,5,Family Care Insurance,0,50000,2400,21
9cbb75d4-a63e-44b1-96dc-12134d5f3eab,Health care,5,Family Care Insurance,0,50000,2400,21
a41f08a1-fe00-4f32-b98c-22ebcc86c313,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
c04efa3e-fd32-4d49-85d5-53978df20c8a,Health care,4,Criti Care Insurance,0,30000,600,18
cd510067-7c6b-49c7-826e-15b38cd8f368,Fuel,7,Sigma HealthCare,0,5000,100,18
7d94c2f6-6cf7-493f-9210-042214b6239d,Health care,5,Family Care Insurance,0,50000,2400,21
5ce0cfcf-9b99-4462-9cef-dd5b070c9878,Fuel,7,Sigma HealthCare,0,5000,100,18
5de01ed6-113b-47ba-afaf-d6e393697554,Health care,6,Figma Preventive Care,0,10000,450,0
515c6e0b-4d9e-46c4-afb5-ad52bd521aac,Health care,5,Family Care Insurance,0,50000,2400,21
e114436a-5472-4d48-bd5f-7131e02be0ef,Health care,4,Criti Care Insurance,0,30000,600,18
cdb9e8d7-df29-4be3-a34c-392b09c4319e,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
39495ddc-af8e-4c99-82c1-aa417e9926a5,Health care,5,Family Care Insurance,0,50000,2400,21
2e098594-e314-4cbe-a635-ea8b8ac325a7,Health care,4,Criti Care Insurance,0,30000,600,18
76fb4077-a7dd-4693-bc89-1b04cc194b8a,Dinning,7,Sigma HealthCare,0,5000,100,18
46d5e65f-0220-4d78-af1e-35552bebc008,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
70b0e448-b474-43f7-93d6-be6b81436940,Fuel,7,Sigma HealthCare,0,5000,100,18
e07a14a0-87b8-407d-8c4b-721887ff34d4,Health care,4,Criti Care Insurance,0,30000,600,18
a4221cd1-e70c-469a-869b-6f2c770304e8,Dinning,7,Sigma HealthCare,0,5000,100,18
9b268201-4343-4aed-b7d4-cf9ba99d24bb,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
66e5d2ae-5553-4dec-a09b-f8d19fde49e9,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
bc47f737-cced-48f2-9d43-f45ad454f183,Health care,5,Family Care Insurance,0,50000,2400,21
30a70f1e-972f-4339-82bd-4abb383c967a,Health care,4,Criti Care Insurance,0,30000,600,18
dac34980-90d8-4b6b-a22d-fb9686743462,Health care,5,Family Care Insurance,0,50000,2400,21
fb3827e0-e7f6-46d8-9b1c-3f86f70e04e1,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
1bf0ed47-e7ad-465f-99da-d1f7f5fc90b0,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
50c5fb9b-23df-475c-b9ed-b11264c5d2e3,Groceries,7,Sigma HealthCare,0,5000,100,18
90a18e1f-96fc-4feb-87c1-201e508fc104,Health care,5,Family Care Insurance,0,50000,2400,21
5f67362e-ee80-4952-80a2-550bfbd79d5d,Health care,6,Figma Preventive Care,0,10000,450,0
7e9a7951-1afb-4d1c-b914-13254ba1808e,Health care,5,Family Care Insurance,0,50000,2400,21
4f5881c8-6ce3-4ccd-8fde-3cc0f8e88400,Health care,5,Family Care Insurance,0,50000,2400,21
c5e86f42-7dc3-41de-8e2e-4c0f31b548ce,Health care,6,Figma Preventive Care,0,10000,450,0
067aa95c-bc60-4ff6-afbc-99e6887e4325,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
5e6f197d-c5c4-4fff-b8ec-37975b677a77,Dinning,7,Sigma HealthCare,0,5000,100,18
77afe7ac-58a5-4a30-bc44-2134e54cb761,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
b7b434fa-9da3-4a3a-be4a-4286d0680d70,Groceries,7,Sigma HealthCare,0,5000,100,18
70bd4377-effc-4861-8541-43323a96d543,Health care,6,Figma Preventive Care,0,10000,450,0
1fe23d84-10aa-4370-8b1d-ca850ec2af93,Health care,5,Family Care Insurance,0,50000,2400,21
20efe181-5e6f-49b1-bf22-68bb6bf6e630,Groceries,7,Sigma HealthCare,0,5000,100,18
c7ab3d7e-52e3-41b7-9f6c-f0135d22557f,Fuel,7,Sigma HealthCare,0,5000,100,18
6b0396c2-4575-45d4-ac0d-227db79177fd,Fuel,7,Sigma HealthCare,0,5000,100,18
c5fe12ee-b8ab-4a61-a82d-8ddc71330d3b,Groceries,7,Sigma HealthCare,0,5000,100,18
4557d101-3c3d-439d-a129-00522eab09b9,Groceries,7,Sigma HealthCare,0,5000,100,18
96715420-2ac9-4258-a374-fb6ab9e98be7,Fuel,7,Sigma HealthCare,0,5000,100,18
864f27b7-6dea-4f09-aae7-a4da6e614ecd,Health care,5,Family Care Insurance,0,50000,2400,21
21667f3b-de84-4727-a9b5-acc544522fe8,Health care,5,Family Care Insurance,0,50000,2400,21
6d794807-f7f1-4b0b-bf73-4bea08068513,Health care,5,Family Care Insurance,0,50000,2400,21
acb61935-286d-4e25-ab95-37f85344db46,Health care,4,Criti Care Insurance,0,30000,600,18
81f8e586-c30c-4b86-a964-3d5768ae41f8,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
49c08222-95c5-46c6-ba31-4331345bf2db,Health care,6,Figma Preventive Care,0,10000,450,0
1cbe47d5-3f98-4d29-9790-04537ed0e69c,Health care,4,Criti Care Insurance,0,30000,600,18
46c4a38a-cdaa-414d-a56f-1a9b3893b6e3,Health care,5,Family Care Insurance,0,50000,2400,21
3028fe22-36f1-40b7-b175-462b586fee36,Fuel,7,Sigma HealthCare,0,5000,100,18
3294f942-a3d1-4fdb-82f3-e0e7dcae0e4c,Groceries,7,Sigma HealthCare,0,5000,100,18
cf7bb349-ec20-4939-b380-fc7b938d2d4c,Groceries,7,Sigma HealthCare,0,5000,100,18
45ea1ae4-a8b7-4e0e-8557-f0a83699455a,Health care,4,Criti Care Insurance,0,30000,600,18
97ed7fd7-b485-4d5e-b835-6e85bf2ef92d,Health care,4,Criti Care Insurance,0,30000,600,18
a39f94cb-7a15-40d9-bab7-cd3e30325570,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
32d26d36-15d8-4bf6-9577-63dcadcd403a,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
1c3c5abe-b439-4dd3-8c74-a4102e06d02f,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
8476dc65-6a8c-4375-8fbf-4133308eba31,Fuel,7,Sigma HealthCare,0,5000,100,18
77e2c6c5-2d5b-4d2b-b108-eeec40f52e5e,Health care,4,Criti Care Insurance,0,30000,600,18
1231001f-47cb-411f-bade-e71a360bc2ce,Health care,4,Criti Care Insurance,0,30000,600,18
eea1b941-efe5-472b-982a-6e17eb84dcae,Health care,5,Family Care Insurance,0,50000,2400,21
fbc5add6-bb84-40c6-9460-4d39ac3119b5,Health care,5,Family Care Insurance,0,50000,2400,21
d0ea8bf8-b80d-4e96-9fc5-ba382cbb8a55,Health care,4,Criti Care Insurance,0,30000,600,18
19e8725d-9b4a-4fd4-8eb1-52bf68b11a3d,Fuel,7,Sigma HealthCare,0,5000,100,18
baa8e18a-3240-4c71-ae91-b164ddf051c0,Health care,4,Criti Care Insurance,0,30000,600,18
ea2fb1be-4fe3-4b51-a536-ebe8ebaaf170,Health care,4,Criti Care Insurance,0,30000,600,18
c2fa7029-4eff-4b36-8ec5-fb1e59cc5b46,Health care,4,Criti Care Insurance,0,30000,600,18
886e45f2-57bc-4906-bb33-c672b7d2cc40,Health care,5,Family Care Insurance,0,50000,2400,21
cee64d3d-1a01-4f2c-9874-02a7eb59b55c,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
08cf430a-4238-4331-b2a0-6724b490232e,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
9d7f1849-2a6d-4660-9f02-88f7661474cb,Health care,4,Criti Care Insurance,0,30000,600,18
d38c1289-a2e2-4ff7-a8c7-f96659689df1,Health care,5,Family Care Insurance,0,50000,2400,21
3d95a48f-0774-46be-81a3-8db254444223,Health care,4,Criti Care Insurance,0,30000,600,18
9a48ce08-ccdf-41d5-b11d-1bbe2d96d961,Health care,6,Figma Preventive Care,0,10000,450,0
829ce0b9-8338-4ca5-874b-0ca04d2bee4e,Fuel,7,Sigma HealthCare,0,5000,100,18
66fe5c50-3435-4d28-a043-57a50f646836,Groceries,7,Sigma HealthCare,0,5000,100,18
266494bc-9ed8-484d-b7b9-bb6cce152776,Health care,4,Criti Care Insurance,0,30000,600,18
c0ee0a41-b77a-4db6-b333-7535e990fcf5,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
934643ad-f3e6-47df-9128-4a2510f3e163,Health care,5,Family Care Insurance,0,50000,2400,21
b3ebe75f-70dc-4af1-a910-05c1e4edba99,Health care,5,Family Care Insurance,0,50000,2400,21
29913c7c-1b74-4145-b8ed-e049156cd960,Health care,4,Criti Care Insurance,0,30000,600,18
a9c8f217-3505-4820-9d80-2b03d39ce64d,Health care,4,Criti Care Insurance,0,30000,600,18
be1ad417-25b0-4caf-b117-2977a2d43532,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
0c0a297e-5e2e-4260-b949-03630f0c8828,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
30e65b12-5dca-4bf8-960e-18aa9e72979e,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
33bb391a-b94d-4d7d-b5e1-57782f198551,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
97a82fbe-5e48-441b-aa79-0d01a41fb5c8,Health care,5,Family Care Insurance,0,50000,2400,21
722b2305-d52a-47ed-8905-194de7cc79c9,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
9bd66ab0-a830-4cdb-9932-87d9e8eae920,Health care,4,Criti Care Insurance,0,30000,600,18
bf7bf6df-7314-43a7-a038-d033ab79bb0c,Fuel,7,Sigma HealthCare,0,5000,100,18
d8e89c2a-2e5d-40b2-8399-98d3b19092ce,Fuel,7,Sigma HealthCare,0,5000,100,18
5600ff65-7dc9-49d1-abdb-84d74b653c5f,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
7b0e430e-1c42-44d8-ba0e-ccedc1f3570a,Health care,5,Family Care Insurance,0,50000,2400,21
dc6339fd-d306-4a94-8abf-d2caa2f80a7b,Fuel,7,Sigma HealthCare,0,5000,100,18
2705212c-2eff-4e4e-9b56-99c55301e119,Health care,4,Criti Care Insurance,0,30000,600,18
fe9ed2d7-ebf5-43f8-805b-9de2284a99a3,Health care,4,Criti Care Insurance,0,30000,600,18
c63b3a99-5bcc-4a99-bfa8-1c0fff4c4a6f,Health care,5,Family Care Insurance,0,50000,2400,21
3cd8c272-7e7f-4fad-9736-dee61ea6ec5f,Health care,4,Criti Care Insurance,0,30000,600,18
21f9482d-f7b9-4b96-88d7-491dfa12f9cd,Health care,4,Criti Care Insurance,0,30000,600,18
fa3a9252-2b7a-4a55-9703-eeeb109ceea0,Health care,6,Figma Preventive Care,0,10000,450,0
f6e998d7-e93c-411e-a870-4bbfc5519f3a,Entertainment,7,Sigma HealthCare,0,5000,100,18
66619aa8-963f-4d98-98c1-e6b53f1cc76f,Health care,5,Family Care Insurance,0,50000,2400,21
c53f7497-2731-46a9-90cd-121c1e6d4ad9,Health care,4,Criti Care Insurance,0,30000,600,18
77db7d76-b2f5-4944-b091-d1f273000ff4,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
0c474953-6da0-4880-b03d-1dd9dde38eb4,Health care,4,Criti Care Insurance,0,30000,600,18
43db43f6-f1a2-4263-ab6a-50fd64bda103,Health care,6,Figma Preventive Care,0,10000,450,0
7c13e048-e2fb-45fc-b400-04f6f5bd7327,Health care,6,Figma Preventive Care,0,10000,450,0
d5c018b0-ed76-49a1-98c3-6b6539b1c470,Fuel,7,Sigma HealthCare,0,5000,100,18
ae3416c7-7e8f-4f5e-acf7-4f870feb829c,Entertainment,7,Sigma HealthCare,0,5000,100,18
060a1280-f3c0-4c0f-a279-ebc848c26425,Fuel,7,Sigma HealthCare,0,5000,100,18
9e125246-3be4-428d-8b7f-d32c14e711fe,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
225f5a37-756f-43ac-93bf-e412fc680d6d,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
4c018011-5c82-42ee-baf3-29021502ef41,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
d48fe110-14ff-4a53-820d-090307cae683,Health care,6,Figma Preventive Care,0,10000,450,0
67cd8121-24aa-4ab8-a281-accc9185aa89,Health care,4,Criti Care Insurance,0,30000,600,18
056f1fbb-7cdb-4ba9-ae9b-c39b861c8eb6,Health care,5,Family Care Insurance,0,50000,2400,21
5b3753c8-dd6c-487b-810e-90c66967c2b5,Fuel,7,Sigma HealthCare,0,5000,100,18
cfaf37de-3ca7-4ddb-8cf3-b4c979768b75,Health care,4,Criti Care Insurance,0,30000,600,18
96c4c0e5-6359-46e5-a06d-55a1ab023bc3,Fuel,7,Sigma HealthCare,0,5000,100,18
d8bb55c0-3260-46c5-9872-98ac5f7531b5,Health care,6,Figma Preventive Care,0,10000,450,0
994ad48d-7c07-495a-b404-268b39473584,Health care,6,Figma Preventive Care,0,10000,450,0
4f9ec4af-5c9e-47d6-85b8-b5ad039e38bc,Health care,4,Criti Care Insurance,0,30000,600,18
899838f0-2e11-457e-94ad-83d0fcf0b3ac,Fuel,7,Sigma HealthCare,0,5000,100,18
57d0b3cf-61a4-4101-9796-bc4606da60f6,Health care,5,Family Care Insurance,0,50000,2400,21
e00befdc-39db-40a1-b96b-d31033e62f68,Health care,6,Figma Preventive Care,0,10000,450,0
8b46e16f-853e-4a84-a41d-78ad574bede7,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
ddab519b-3c49-4414-946c-721ad9b49ba7,Groceries,7,Sigma HealthCare,0,5000,100,18
b3c26508-bf96-4ec4-b90f-73531897ecf1,Health care,5,Family Care Insurance,0,50000,2400,21
24a6f1c2-85e0-4fdd-83de-90c43043e946,Health care,4,Criti Care Insurance,0,30000,600,18
3cff5805-3c68-487e-98dc-8f910ab2347d,Groceries,7,Sigma HealthCare,0,5000,100,18
b0c17339-b440-4930-b69c-0f37bdf16d08,Health care,4,Criti Care Insurance,0,30000,600,18
2713bf93-1933-4e30-9f74-7238fbe5adcf,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
f5543101-8357-4e7a-aef7-bd8ad0ac38c1,Health care,5,Family Care Insurance,0,50000,2400,21
a3c783ef-2a11-4719-902f-53008017175d,Health care,4,Criti Care Insurance,0,30000,600,18
bc98df50-469e-4dbc-bf99-05e4cc5b42c0,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
683c4bda-5a1f-414d-ab8c-e493bb5fea7e,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
b47a953a-cb8c-47c3-999b-d0816c047fef,Health care,4,Criti Care Insurance,0,30000,600,18
d40db39c-35d0-4064-84d1-bdfd99acf71b,Entertainment,7,Sigma HealthCare,0,5000,100,18
6e079981-0b16-484d-b8e0-0eda639ad3c5,Dinning,7,Sigma HealthCare,0,5000,100,18
197ff6b3-074d-4cb7-a78f-a6a073e788b4,Health care,4,Criti Care Insurance,0,30000,600,18
978aed4b-d9ba-43a3-915c-9b7ae9e3df7b,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
fe5d29fb-ee0a-437c-ba72-ed781dc4d5ee,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
6225c390-cc2b-4fd1-b032-1a3b6ebabb92,Health care,6,Figma Preventive Care,0,10000,450,0
950a4838-7a70-452d-ac7f-5cf242268384,Health care,5,Family Care Insurance,0,50000,2400,21
b9839049-719f-42f8-b512-e8bbc49491aa,Fuel,7,Sigma HealthCare,0,5000,100,18
cce969bc-c243-4d33-bc1f-afd86b01f699,Health care,6,Figma Preventive Care,0,10000,450,0
5f1da647-92b4-4cc9-b1d1-ef915bf1fb32,Health care,5,Family Care Insurance,0,50000,2400,21
73b4562d-67b3-4a18-8fe2-d0b8a3006dc8,Health care,4,Criti Care Insurance,0,30000,600,18
97151a37-534c-445e-b5f9-8a406fbeab9d,Health care,6,Figma Preventive Care,0,10000,450,0
c12e4302-8bad-4b77-b25c-757ef665c015,Groceries,7,Sigma HealthCare,0,5000,100,18
c4f2c25a-6b43-43bd-b29a-b12026e09b6e,Groceries,7,Sigma HealthCare,0,5000,100,18
f2b6e15f-e709-4dcc-aa31-68c1853a1cfd,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
6af51f70-f343-44d1-8445-a9193f31436b,Health care,5,Family Care Insurance,0,50000,2400,21
f86ffb28-33c7-43e3-9db6-5efbfd12b9d9,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
82d0d7d8-3f46-4898-b2e0-5b7c9fc0c06c,Dinning,7,Sigma HealthCare,0,5000,100,18
e5420713-80b6-445e-99e8-3cbc6720748e,Health care,6,Figma Preventive Care,0,10000,450,0
4b87d6fe-f040-46d0-bdbd-8dd4d9512fdf,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
e2c77e72-5d6d-4656-913c-2791df3eedfb,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
5d9e8300-cbd9-4e12-901b-f074ba1b3c5a,Health care,4,Criti Care Insurance,0,30000,600,18
5f72cd04-4a19-418a-ae5d-9fffb3717f1b,Health care,5,Family Care Insurance,0,50000,2400,21
5944958f-97e1-4220-aad8-b5f7186a5144,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
1ec0499f-ec78-47dc-b851-9c046c655129,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
43fab61c-817c-432f-b6c5-b162561de83e,Entertainment,7,Sigma HealthCare,0,5000,100,18
7001dcbb-5b12-4782-8c0d-49cbfd9d2ee4,Health care,6,Figma Preventive Care,0,10000,450,0
2f0891a0-2a8b-4041-b589-301a6f476693,Health care,5,Family Care Insurance,0,50000,2400,21
657a105d-425a-44f9-80d6-4a69f9129cc6,Health care,6,Figma Preventive Care,0,10000,450,0
65087112-5a8d-4cf5-97ee-57e40334bf66,Health care,6,Figma Preventive Care,0,10000,450,0
830e2520-1848-4c2c-9339-5d8b7dbe54da,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
05dead56-26b9-4b26-9642-bf1721c5be96,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
1367a0b7-710d-47f7-a523-d18b937c5d4d,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
866d18ce-cac2-46c4-8bd5-c53fe0de2884,Fuel,7,Sigma HealthCare,0,5000,100,18
695d29e0-7e43-4c27-900f-ce073926f393,Health care,4,Criti Care Insurance,0,30000,600,18
4977ee61-b102-4f9e-86c4-542efd0e5e66,Health care,6,Figma Preventive Care,0,10000,450,0
